"ID";"Regions";"Periods";"AveragePurchasePrice_1"
"20681";"GM0293";"2006JJ00";"  203686"
"20682";"GM0293";"2007JJ00";"  213026"
"20683";"GM0293";"2008JJ00";"  207104"
"20684";"GM0293";"2009JJ00";"  198378"
"20685";"GM0293";"2010JJ00";"  183532"
"20686";"GM0293";"2011JJ00";"  190203"
"20687";"GM0293";"2012JJ00";"  189108"
"20688";"GM0293";"2013JJ00";"  171447"
"20689";"GM0293";"2014JJ00";"  194082"
"20690";"GM0293";"2015JJ00";"  179129"
"20691";"GM0293";"2016JJ00";"  193170"
"20692";"GM0293";"2017JJ00";"  205864"
"20693";"GM0293";"2018JJ00";"  230826"
"20694";"GM0293";"2019JJ00";"  249739"
"20695";"GM0293";"2020JJ00";"  278047"
"20696";"GM0293";"2021JJ00";"  320036"
"20697";"GM0293";"2022JJ00";"  346565"
"20698";"GM0293";"2023JJ00";"  363393"
"20699";"GM0293";"2024JJ00";"  365528"
"20700";"GM1950";"1995JJ00";""
"20701";"GM1950";"1996JJ00";""
"20702";"GM1950";"1997JJ00";""
"20703";"GM1950";"1998JJ00";""
"20704";"GM1950";"1999JJ00";""
"20705";"GM1950";"2000JJ00";""
"20706";"GM1950";"2001JJ00";""
"20707";"GM1950";"2002JJ00";""
"20708";"GM1950";"2003JJ00";""
"20709";"GM1950";"2004JJ00";""
"20710";"GM1950";"2005JJ00";""
"20711";"GM1950";"2006JJ00";""
"20712";"GM1950";"2007JJ00";""
"20713";"GM1950";"2008JJ00";""
"20714";"GM1950";"2009JJ00";""
"20715";"GM1950";"2010JJ00";""
"20716";"GM1950";"2011JJ00";""
"20717";"GM1950";"2012JJ00";""
"20718";"GM1950";"2013JJ00";""
"20719";"GM1950";"2014JJ00";""
"20720";"GM1950";"2015JJ00";""
"20721";"GM1950";"2016JJ00";""
"20722";"GM1950";"2017JJ00";""
"20723";"GM1950";"2018JJ00";"  187235"
"20724";"GM1950";"2019JJ00";"  210185"
"20725";"GM1950";"2020JJ00";"  236867"
"20726";"GM1950";"2021JJ00";"  288183"
"20727";"GM1950";"2022JJ00";"  344296"
"20728";"GM1950";"2023JJ00";"  311773"
"20729";"GM1950";"2024JJ00";"  336557"
"20730";"GM0726";"1995JJ00";"   59774"
"20731";"GM0726";"1996JJ00";"   67340"
"20732";"GM0726";"1997JJ00";""
"20733";"GM0726";"1998JJ00";""
"20734";"GM0726";"1999JJ00";""
"20735";"GM0726";"2000JJ00";""
"20736";"GM0726";"2001JJ00";""
"20737";"GM0726";"2002JJ00";""
"20738";"GM0726";"2003JJ00";""
"20739";"GM0726";"2004JJ00";""
"20740";"GM0726";"2005JJ00";""
"20741";"GM0726";"2006JJ00";""
"20742";"GM0726";"2007JJ00";""
"20743";"GM0726";"2008JJ00";""
"20744";"GM0726";"2009JJ00";""
"20745";"GM0726";"2010JJ00";""
"20746";"GM0726";"2011JJ00";""
"20747";"GM0726";"2012JJ00";""
"20748";"GM0726";"2013JJ00";""
"20749";"GM0726";"2014JJ00";""
"20750";"GM0726";"2015JJ00";""
"20751";"GM0726";"2016JJ00";""
"20752";"GM0726";"2017JJ00";""
"20753";"GM0726";"2018JJ00";""
"20754";"GM0726";"2019JJ00";""
"20755";"GM0726";"2020JJ00";""
"20756";"GM0726";"2021JJ00";""
"20757";"GM0726";"2022JJ00";""
"20758";"GM0726";"2023JJ00";""
"20759";"GM0726";"2024JJ00";""
"20760";"GM1783";"1995JJ00";""
"20761";"GM1783";"1996JJ00";""
"20762";"GM1783";"1997JJ00";""
"20763";"GM1783";"1998JJ00";""
"20764";"GM1783";"1999JJ00";""
"20765";"GM1783";"2000JJ00";""
"20766";"GM1783";"2001JJ00";""
"20767";"GM1783";"2002JJ00";""
"20768";"GM1783";"2003JJ00";""
"20769";"GM1783";"2004JJ00";"  246706"
"20770";"GM1783";"2005JJ00";"  249235"
"20771";"GM1783";"2006JJ00";"  266834"
"20772";"GM1783";"2007JJ00";"  276067"
"20773";"GM1783";"2008JJ00";"  292810"
"20774";"GM1783";"2009JJ00";"  270217"
"20775";"GM1783";"2010JJ00";"  265142"
"20776";"GM1783";"2011JJ00";"  262787"
"20777";"GM1783";"2012JJ00";"  236049"
"20778";"GM1783";"2013JJ00";"  225748"
"20779";"GM1783";"2014JJ00";"  235097"
"20780";"GM1783";"2015JJ00";"  225034"
"20781";"GM1783";"2016JJ00";"  248559"
"20782";"GM1783";"2017JJ00";"  268966"
"20783";"GM1783";"2018JJ00";"  302052"
"20784";"GM1783";"2019JJ00";"  326304"
"20785";"GM1783";"2020JJ00";"  355864"
"20786";"GM1783";"2021JJ00";"  418802"
"20787";"GM1783";"2022JJ00";"  449603"
"20788";"GM1783";"2023JJ00";"  453597"
"20789";"GM1783";"2024JJ00";"  504784"
"20790";"GM0098";"1995JJ00";"   77427"
"20791";"GM0098";"1996JJ00";"   89713"
"20792";"GM0098";"1997JJ00";"   93244"
"20793";"GM0098";"1998JJ00";"  106106"
"20794";"GM0098";"1999JJ00";"  131449"
"20795";"GM0098";"2000JJ00";"  158483"
"20796";"GM0098";"2001JJ00";"  169915"
"20797";"GM0098";"2002JJ00";"  193644"
"20798";"GM0098";"2003JJ00";"  194876"
"20799";"GM0098";"2004JJ00";"  204096"
"20800";"GM0098";"2005JJ00";"  209581"
"20801";"GM0098";"2006JJ00";"  209243"
"20802";"GM0098";"2007JJ00";"  222466"
"20803";"GM0098";"2008JJ00";"  223294"
"20804";"GM0098";"2009JJ00";"  212446"
"20805";"GM0098";"2010JJ00";"  215975"
"20806";"GM0098";"2011JJ00";"  192389"
"20807";"GM0098";"2012JJ00";"  183758"
"20808";"GM0098";"2013JJ00";"  183733"
"20809";"GM0098";"2014JJ00";"  181657"
"20810";"GM0098";"2015JJ00";"  192375"
"20811";"GM0098";"2016JJ00";"  202572"
"20812";"GM0098";"2017JJ00";"  212232"
"20813";"GM0098";"2018JJ00";"  226911"
"20814";"GM0098";"2019JJ00";"  233375"
"20815";"GM0098";"2020JJ00";"  264528"
"20816";"GM0098";"2021JJ00";"  318872"
"20817";"GM0098";"2022JJ00";"  380850"
"20818";"GM0098";"2023JJ00";"  365677"
"20819";"GM0098";"2024JJ00";"  398330"
"20820";"GM0614";"1995JJ00";"  136707"
"20821";"GM0614";"1996JJ00";"  146646"
"20822";"GM0614";"1997JJ00";"  177720"
"20823";"GM0614";"1998JJ00";"  192926"
"20824";"GM0614";"1999JJ00";"  229867"
"20825";"GM0614";"2000JJ00";"  290169"
"20826";"GM0614";"2001JJ00";"  265756"
"20827";"GM0614";"2002JJ00";"  291668"
"20828";"GM0614";"2003JJ00";"  309943"
"20829";"GM0614";"2004JJ00";"  302180"
"20830";"GM0614";"2005JJ00";"  379965"
"20831";"GM0614";"2006JJ00";"  369026"
"20832";"GM0614";"2007JJ00";"  403500"
"20833";"GM0614";"2008JJ00";"  400307"
"20834";"GM0614";"2009JJ00";"  386197"
"20835";"GM0614";"2010JJ00";"  378290"
"20836";"GM0614";"2011JJ00";"  364768"
"20837";"GM0614";"2012JJ00";"  352989"
"20838";"GM0614";"2013JJ00";"  303876"
"20839";"GM0614";"2014JJ00";"  289629"
"20840";"GM0614";"2015JJ00";"  296460"
"20841";"GM0614";"2016JJ00";"  308087"
"20842";"GM0614";"2017JJ00";"  353831"
"20843";"GM0614";"2018JJ00";"  385093"
"20844";"GM0614";"2019JJ00";"  394821"
"20845";"GM0614";"2020JJ00";"  506474"
"20846";"GM0614";"2021JJ00";"  595974"
"20847";"GM0614";"2022JJ00";"  627828"
"20848";"GM0614";"2023JJ00";""
"20849";"GM0614";"2024JJ00";""
"20850";"GM0189";"1995JJ00";"  101004"
"20851";"GM0189";"1996JJ00";"  109932"
"20852";"GM0189";"1997JJ00";"  124176"
"20853";"GM0189";"1998JJ00";"  131775"
"20854";"GM0189";"1999JJ00";"  166618"
"20855";"GM0189";"2000JJ00";"  193919"
"20856";"GM0189";"2001JJ00";"  223485"
"20857";"GM0189";"2002JJ00";"  219284"
"20858";"GM0189";"2003JJ00";"  221956"
"20859";"GM0189";"2004JJ00";"  224478"
"20860";"GM0189";"2005JJ00";"  243809"
"20861";"GM0189";"2006JJ00";"  242994"
"20862";"GM0189";"2007JJ00";"  261571"
"20863";"GM0189";"2008JJ00";"  266190"
"20864";"GM0189";"2009JJ00";"  291438"
"20865";"GM0189";"2010JJ00";"  248809"
"20866";"GM0189";"2011JJ00";"  244989"
"20867";"GM0189";"2012JJ00";"  219165"
"20868";"GM0189";"2013JJ00";"  214126"
"20869";"GM0189";"2014JJ00";"  230928"
"20870";"GM0189";"2015JJ00";"  222801"
"20871";"GM0189";"2016JJ00";"  249917"
"20872";"GM0189";"2017JJ00";"  258629"
"20873";"GM0189";"2018JJ00";"  277319"
"20874";"GM0189";"2019JJ00";"  311026"
"20875";"GM0189";"2020JJ00";"  346843"
"20876";"GM0189";"2021JJ00";"  376444"
"20877";"GM0189";"2022JJ00";"  426593"
"20878";"GM0189";"2023JJ00";"  403015"
"20879";"GM0189";"2024JJ00";"  395587"
"20880";"GM0462";"1995JJ00";"   74945"
"20881";"GM0462";"1996JJ00";"   81424"
"20882";"GM0462";"1997JJ00";"   98385"
"20883";"GM0462";"1998JJ00";"  108490"
"20884";"GM0462";"1999JJ00";"  127788"
"20885";"GM0462";"2000JJ00";"  152484"
"20886";"GM0462";"2001JJ00";"  163395"
"20887";"GM0462";"2002JJ00";"  181019"
"20888";"GM0462";"2003JJ00";"  169502"
"20889";"GM0462";"2004JJ00";"  197672"
"20890";"GM0462";"2005JJ00";"  185409"
"20891";"GM0462";"2006JJ00";"  208557"
"20892";"GM0462";"2007JJ00";"  210276"
"20893";"GM0462";"2008JJ00";"  237053"
"20894";"GM0462";"2009JJ00";"  213402"
"20895";"GM0462";"2010JJ00";"  213925"
"20896";"GM0462";"2011JJ00";"  195328"
"20897";"GM0462";"2012JJ00";""
"20898";"GM0462";"2013JJ00";""
"20899";"GM0462";"2014JJ00";""
"20900";"GM0462";"2015JJ00";""
"20901";"GM0462";"2016JJ00";""
"20902";"GM0462";"2017JJ00";""
"20903";"GM0462";"2018JJ00";""
"20904";"GM0462";"2019JJ00";""
"20905";"GM0462";"2020JJ00";""
"20906";"GM0462";"2021JJ00";""
"20907";"GM0462";"2022JJ00";""
"20908";"GM0462";"2023JJ00";""
"20909";"GM0462";"2024JJ00";""
"20910";"GM0463";"1995JJ00";"   84373"
"20911";"GM0463";"1996JJ00";"   81929"
"20912";"GM0463";"1997JJ00";"  102152"
"20913";"GM0463";"1998JJ00";"  113988"
"20914";"GM0463";"1999JJ00";"  138020"
"20915";"GM0463";"2000JJ00";"  155467"
"20916";"GM0463";"2001JJ00";"  172669"
"20917";"GM0463";"2002JJ00";"  192746"
"20918";"GM0463";"2003JJ00";"  162831"
"20919";"GM0463";"2004JJ00";"  180266"
"20920";"GM0463";"2005JJ00";"  200248"
"20921";"GM0463";"2006JJ00";"  215348"
"20922";"GM0463";"2007JJ00";"  208534"
"20923";"GM0463";"2008JJ00";"  210671"
"20924";"GM0463";"2009JJ00";"  205253"
"20925";"GM0463";"2010JJ00";"  194310"
"20926";"GM0463";"2011JJ00";"  191194"
"20927";"GM0463";"2012JJ00";""
"20928";"GM0463";"2013JJ00";""
"20929";"GM0463";"2014JJ00";""
"20930";"GM0463";"2015JJ00";""
"20931";"GM0463";"2016JJ00";""
"20932";"GM0463";"2017JJ00";""
"20933";"GM0463";"2018JJ00";""
"20934";"GM0463";"2019JJ00";""
"20935";"GM0463";"2020JJ00";""
"20936";"GM0463";"2021JJ00";""
"20937";"GM0463";"2022JJ00";""
"20938";"GM0463";"2023JJ00";""
"20939";"GM0463";"2024JJ00";""
"20940";"GM0296";"1995JJ00";"  105352"
"20941";"GM0296";"1996JJ00";"  116985"
"20942";"GM0296";"1997JJ00";"  130772"
"20943";"GM0296";"1998JJ00";"  149295"
"20944";"GM0296";"1999JJ00";"  160936"
"20945";"GM0296";"2000JJ00";"  186196"
"20946";"GM0296";"2001JJ00";"  215581"
"20947";"GM0296";"2002JJ00";"  212960"
"20948";"GM0296";"2003JJ00";"  230067"
"20949";"GM0296";"2004JJ00";"  219329"
"20950";"GM0296";"2005JJ00";"  240320"
"20951";"GM0296";"2006JJ00";"  252138"
"20952";"GM0296";"2007JJ00";"  262704"
"20953";"GM0296";"2008JJ00";"  271097"
"20954";"GM0296";"2009JJ00";"  255632"
"20955";"GM0296";"2010JJ00";"  251786"
"20956";"GM0296";"2011JJ00";"  259109"
"20957";"GM0296";"2012JJ00";"  224927"
"20958";"GM0296";"2013JJ00";"  219082"
"20959";"GM0296";"2014JJ00";"  213713"
"20960";"GM0296";"2015JJ00";"  223998"
"20961";"GM0296";"2016JJ00";"  244189"
"20962";"GM0296";"2017JJ00";"  255011"
"20963";"GM0296";"2018JJ00";"  271646"
"20964";"GM0296";"2019JJ00";"  283747"
"20965";"GM0296";"2020JJ00";"  325708"
"20966";"GM0296";"2021JJ00";"  382330"
"20967";"GM0296";"2022JJ00";"  422159"
"20968";"GM0296";"2023JJ00";"  404160"
"20969";"GM0296";"2024JJ00";"  484545"
"20970";"GM1696";"1995JJ00";""
"20971";"GM1696";"1996JJ00";""
"20972";"GM1696";"1997JJ00";""
"20973";"GM1696";"1998JJ00";""
"20974";"GM1696";"1999JJ00";""
"20975";"GM1696";"2000JJ00";""
"20976";"GM1696";"2001JJ00";""
"20977";"GM1696";"2002JJ00";"  333270"
"20978";"GM1696";"2003JJ00";"  306025"
"20979";"GM1696";"2004JJ00";"  329321"
"20980";"GM1696";"2005JJ00";"  348524"
"20981";"GM1696";"2006JJ00";"  361270"
"20982";"GM1696";"2007JJ00";"  429267"
"20983";"GM1696";"2008JJ00";"  446235"
"20984";"GM1696";"2009JJ00";"  408131"
"20985";"GM1696";"2010JJ00";"  366219"
"20986";"GM1696";"2011JJ00";"  380253"
"20987";"GM1696";"2012JJ00";"  365561"
"20988";"GM1696";"2013JJ00";"  328781"
"20989";"GM1696";"2014JJ00";"  322220"
"20990";"GM1696";"2015JJ00";"  339497"
"20991";"GM1696";"2016JJ00";"  357919"
"20992";"GM1696";"2017JJ00";"  381639"
"20993";"GM1696";"2018JJ00";"  435688"
"20994";"GM1696";"2019JJ00";"  431841"
"20995";"GM1696";"2020JJ00";"  511041"
"20996";"GM1696";"2021JJ00";"  608912"
"20997";"GM1696";"2022JJ00";"  657932"
"20998";"GM1696";"2023JJ00";"  583088"
"20999";"GM1696";"2024JJ00";"  632861"
"21000";"GM0190";"1995JJ00";"   99722"
"21001";"GM0190";"1996JJ00";"   99986"
"21002";"GM0190";"1997JJ00";"  136194"
"21003";"GM0190";"1998JJ00";"  121846"
"21004";"GM0190";"1999JJ00";"  170822"
"21005";"GM0190";"2000JJ00";"  189154"
"21006";"GM0190";"2001JJ00";""
"21007";"GM0190";"2002JJ00";""
"21008";"GM0190";"2003JJ00";""
"21009";"GM0190";"2004JJ00";""
"21010";"GM0190";"2005JJ00";""
"21011";"GM0190";"2006JJ00";""
"21012";"GM0190";"2007JJ00";""
"21013";"GM0190";"2008JJ00";""
"21014";"GM0190";"2009JJ00";""
"21015";"GM0190";"2010JJ00";""
"21016";"GM0190";"2011JJ00";""
"21017";"GM0190";"2012JJ00";""
"21018";"GM0190";"2013JJ00";""
"21019";"GM0190";"2014JJ00";""
"21020";"GM0190";"2015JJ00";""
"21021";"GM0190";"2016JJ00";""
"21022";"GM0190";"2017JJ00";""
"21023";"GM0190";"2018JJ00";""
"21024";"GM0190";"2019JJ00";""
"21025";"GM0190";"2020JJ00";""
"21026";"GM0190";"2021JJ00";""
"21027";"GM0190";"2022JJ00";""
"21028";"GM0190";"2023JJ00";""
"21029";"GM0190";"2024JJ00";""
"21030";"GM0135";"1995JJ00";"   78503"
"21031";"GM0135";"1996JJ00";"   95417"
"21032";"GM0135";"1997JJ00";"  114824"
"21033";"GM0135";"1998JJ00";""
"21034";"GM0135";"1999JJ00";""
"21035";"GM0135";"2000JJ00";""
"21036";"GM0135";"2001JJ00";""
"21037";"GM0135";"2002JJ00";""
"21038";"GM0135";"2003JJ00";""
"21039";"GM0135";"2004JJ00";""
"21040";"GM0135";"2005JJ00";""
"21041";"GM0135";"2006JJ00";""
"21042";"GM0135";"2007JJ00";""
"21043";"GM0135";"2008JJ00";""
"21044";"GM0135";"2009JJ00";""
"21045";"GM0135";"2010JJ00";""
"21046";"GM0135";"2011JJ00";""
"21047";"GM0135";"2012JJ00";""
"21048";"GM0135";"2013JJ00";""
"21049";"GM0135";"2014JJ00";""
"21050";"GM0135";"2015JJ00";""
"21051";"GM0135";"2016JJ00";""
"21052";"GM0135";"2017JJ00";""
"21053";"GM0135";"2018JJ00";""
"21054";"GM0135";"2019JJ00";""
"21055";"GM0135";"2020JJ00";""
"21056";"GM0135";"2021JJ00";""
"21057";"GM0135";"2022JJ00";""
"21058";"GM0135";"2023JJ00";""
"21059";"GM0135";"2024JJ00";""
"21060";"GM0352";"1995JJ00";"  108392"
"21061";"GM0352";"1996JJ00";"  120042"
"21062";"GM0352";"1997JJ00";"  145094"
"21063";"GM0352";"1998JJ00";"  148658"
"21064";"GM0352";"1999JJ00";"  187713"
"21065";"GM0352";"2000JJ00";"  198739"
"21066";"GM0352";"2001JJ00";"  222970"
"21067";"GM0352";"2002JJ00";"  236813"
"21068";"GM0352";"2003JJ00";"  235968"
"21069";"GM0352";"2004JJ00";"  254589"
"21070";"GM0352";"2005JJ00";"  274008"
"21071";"GM0352";"2006JJ00";"  314931"
"21072";"GM0352";"2007JJ00";"  312478"
"21073";"GM0352";"2008JJ00";"  308127"
"21074";"GM0352";"2009JJ00";"  306249"
"21075";"GM0352";"2010JJ00";"  290520"
"21076";"GM0352";"2011JJ00";"  294224"
"21077";"GM0352";"2012JJ00";"  262387"
"21078";"GM0352";"2013JJ00";"  236952"
"21079";"GM0352";"2014JJ00";"  247970"
"21080";"GM0352";"2015JJ00";"  248260"
"21081";"GM0352";"2016JJ00";"  271905"
"21082";"GM0352";"2017JJ00";"  300170"
"21083";"GM0352";"2018JJ00";"  316666"
"21084";"GM0352";"2019JJ00";"  329009"
"21085";"GM0352";"2020JJ00";"  375060"
"21086";"GM0352";"2021JJ00";"  422915"
"21087";"GM0352";"2022JJ00";"  472478"
"21088";"GM0352";"2023JJ00";"  450410"
"21089";"GM0352";"2024JJ00";"  504642"
"21090";"GM0872";"1995JJ00";"  112530"
"21091";"GM0872";"1996JJ00";"  125382"
"21092";"GM0872";"1997JJ00";""
"21093";"GM0872";"1998JJ00";""
"21094";"GM0872";"1999JJ00";""
"21095";"GM0872";"2000JJ00";""
"21096";"GM0872";"2001JJ00";""
"21097";"GM0872";"2002JJ00";""
"21098";"GM0872";"2003JJ00";""
"21099";"GM0872";"2004JJ00";""
"21100";"GM0872";"2005JJ00";""
"21101";"GM0872";"2006JJ00";""
"21102";"GM0872";"2007JJ00";""
"21103";"GM0872";"2008JJ00";""
"21104";"GM0872";"2009JJ00";""
"21105";"GM0872";"2010JJ00";""
"21106";"GM0872";"2011JJ00";""
"21107";"GM0872";"2012JJ00";""
"21108";"GM0872";"2013JJ00";""
"21109";"GM0872";"2014JJ00";""
"21110";"GM0872";"2015JJ00";""
"21111";"GM0872";"2016JJ00";""
"21112";"GM0872";"2017JJ00";""
"21113";"GM0872";"2018JJ00";""
"21114";"GM0872";"2019JJ00";""
"21115";"GM0872";"2020JJ00";""
"21116";"GM0872";"2021JJ00";""
"21117";"GM0872";"2022JJ00";""
"21118";"GM0872";"2023JJ00";""
"21119";"GM0872";"2024JJ00";""
"21120";"GM0052";"1995JJ00";"   56026"
"21121";"GM0052";"1996JJ00";"   62927"
"21122";"GM0052";"1997JJ00";"   60434"
"21123";"GM0052";"1998JJ00";"   73524"
"21124";"GM0052";"1999JJ00";"   89247"
"21125";"GM0052";"2000JJ00";"   90117"
"21126";"GM0052";"2001JJ00";"  111815"
"21127";"GM0052";"2002JJ00";"  126357"
"21128";"GM0052";"2003JJ00";"  132222"
"21129";"GM0052";"2004JJ00";"  137675"
"21130";"GM0052";"2005JJ00";"  145052"
"21131";"GM0052";"2006JJ00";"  141805"
"21132";"GM0052";"2007JJ00";"  158648"
"21133";"GM0052";"2008JJ00";"  155289"
"21134";"GM0052";"2009JJ00";"  143422"
"21135";"GM0052";"2010JJ00";""
"21136";"GM0052";"2011JJ00";""
"21137";"GM0052";"2012JJ00";""
"21138";"GM0052";"2013JJ00";""
"21139";"GM0052";"2014JJ00";""
"21140";"GM0052";"2015JJ00";""
"21141";"GM0052";"2016JJ00";""
"21142";"GM0052";"2017JJ00";""
"21143";"GM0052";"2018JJ00";""
"21144";"GM0052";"2019JJ00";""
"21145";"GM0052";"2020JJ00";""
"21146";"GM0052";"2021JJ00";""
"21147";"GM0052";"2022JJ00";""
"21148";"GM0052";"2023JJ00";""
"21149";"GM0052";"2024JJ00";""
"21150";"GM0053";"1995JJ00";"   70551"
"21151";"GM0053";"1996JJ00";"   67586"
"21152";"GM0053";"1997JJ00";"   73161"
"21153";"GM0053";"1998JJ00";"   87549"
"21154";"GM0053";"1999JJ00";"   96604"
"21155";"GM0053";"2000JJ00";"  126571"
"21156";"GM0053";"2001JJ00";"  129232"
"21157";"GM0053";"2002JJ00";"  156554"
"21158";"GM0053";"2003JJ00";"  145822"
"21159";"GM0053";"2004JJ00";"  150440"
"21160";"GM0053";"2005JJ00";"  163683"
"21161";"GM0053";"2006JJ00";"  184839"
"21162";"GM0053";"2007JJ00";"  212601"
"21163";"GM0053";"2008JJ00";"  200207"
"21164";"GM0053";"2009JJ00";"  182836"
"21165";"GM0053";"2010JJ00";"  177833"
"21166";"GM0053";"2011JJ00";"  189143"
"21167";"GM0053";"2012JJ00";"  182948"
"21168";"GM0053";"2013JJ00";"  191467"
"21169";"GM0053";"2014JJ00";"  153319"
"21170";"GM0053";"2015JJ00";"  161069"
"21171";"GM0053";"2016JJ00";"  169059"
"21172";"GM0053";"2017JJ00";"  195820"
"21173";"GM0053";"2018JJ00";"  185837"
"21174";"GM0053";"2019JJ00";""
"21175";"GM0053";"2020JJ00";""
"21176";"GM0053";"2021JJ00";""
"21177";"GM0053";"2022JJ00";""
"21178";"GM0053";"2023JJ00";""
"21179";"GM0053";"2024JJ00";""
"21180";"GM0294";"1995JJ00";"   83826"
"21181";"GM0294";"1996JJ00";"   83575"
"21182";"GM0294";"1997JJ00";"   96690"
"21183";"GM0294";"1998JJ00";"   93720"
"21184";"GM0294";"1999JJ00";"  109872"
"21185";"GM0294";"2000JJ00";"  132665"
"21186";"GM0294";"2001JJ00";"  137478"
"21187";"GM0294";"2002JJ00";"  150100"
"21188";"GM0294";"2003JJ00";"  154316"
"21189";"GM0294";"2004JJ00";"  169766"
"21190";"GM0294";"2005JJ00";"  177529"
"21191";"GM0294";"2006JJ00";"  181817"
"21192";"GM0294";"2007JJ00";"  187997"
"21193";"GM0294";"2008JJ00";"  170663"
"21194";"GM0294";"2009JJ00";"  169784"
"21195";"GM0294";"2010JJ00";"  165107"
"21196";"GM0294";"2011JJ00";"  166305"
"21197";"GM0294";"2012JJ00";"  161299"
"21198";"GM0294";"2013JJ00";"  147908"
"21199";"GM0294";"2014JJ00";"  150614"
"21200";"GM0294";"2015JJ00";"  160787"
"21201";"GM0294";"2016JJ00";"  182763"
"21202";"GM0294";"2017JJ00";"  191818"
"21203";"GM0294";"2018JJ00";"  203026"
"21204";"GM0294";"2019JJ00";"  214007"
"21205";"GM0294";"2020JJ00";"  238267"
"21206";"GM0294";"2021JJ00";"  291164"
"21207";"GM0294";"2022JJ00";"  337995"
"21208";"GM0294";"2023JJ00";"  313199"
"21209";"GM0294";"2024JJ00";"  346135"
"21210";"GM0295";"1995JJ00";"   94425"
"21211";"GM0295";"1996JJ00";"  103437"
"21212";"GM0295";"1997JJ00";"  109163"
"21213";"GM0295";"1998JJ00";"  127368"
"21214";"GM0295";"1999JJ00";"  152195"
"21215";"GM0295";"2000JJ00";"  184776"
"21216";"GM0295";"2001JJ00";"  176785"
"21217";"GM0295";"2002JJ00";"  191853"
"21218";"GM0295";"2003JJ00";"  212271"
"21219";"GM0295";"2004JJ00";"  205299"
"21220";"GM0295";"2005JJ00";""
"21221";"GM0295";"2006JJ00";""
"21222";"GM0295";"2007JJ00";""
"21223";"GM0295";"2008JJ00";""
"21224";"GM0295";"2009JJ00";""
"21225";"GM0295";"2010JJ00";""
"21226";"GM0295";"2011JJ00";""
"21227";"GM0295";"2012JJ00";""
"21228";"GM0295";"2013JJ00";""
"21229";"GM0295";"2014JJ00";""
"21230";"GM0295";"2015JJ00";""
"21231";"GM0295";"2016JJ00";""
"21232";"GM0295";"2017JJ00";""
"21233";"GM0295";"2018JJ00";""
"21234";"GM0295";"2019JJ00";""
"21235";"GM0295";"2020JJ00";""
"21236";"GM0295";"2021JJ00";""
"21237";"GM0295";"2022JJ00";""
"21238";"GM0295";"2023JJ00";""
"21239";"GM0295";"2024JJ00";""
"21240";"GM0990";"1995JJ00";"  117031"
"21241";"GM0990";"1996JJ00";"  106244"
"21242";"GM0990";"1997JJ00";"  138164"
"21243";"GM0990";"1998JJ00";"  157462"
"21244";"GM0990";"1999JJ00";""
"21245";"GM0990";"2000JJ00";""
"21246";"GM0990";"2001JJ00";""
"21247";"GM0990";"2002JJ00";""
"21248";"GM0990";"2003JJ00";""
"21249";"GM0990";"2004JJ00";""
"21250";"GM0990";"2005JJ00";""
"21251";"GM0990";"2006JJ00";""
"21252";"GM0990";"2007JJ00";""
"21253";"GM0990";"2008JJ00";""
"21254";"GM0990";"2009JJ00";""
"21255";"GM0990";"2010JJ00";""
"21256";"GM0990";"2011JJ00";""
"21257";"GM0990";"2012JJ00";""
"21258";"GM0990";"2013JJ00";""
"21259";"GM0990";"2014JJ00";""
"21260";"GM0990";"2015JJ00";""
"21261";"GM0990";"2016JJ00";""
"21262";"GM0990";"2017JJ00";""
"21263";"GM0990";"2018JJ00";""
"21264";"GM0990";"2019JJ00";""
"21265";"GM0990";"2020JJ00";""
"21266";"GM0990";"2021JJ00";""
"21267";"GM0990";"2022JJ00";""
"21268";"GM0990";"2023JJ00";""
"21269";"GM0990";"2024JJ00";""
"21270";"GM0873";"1995JJ00";"  104261"
"21271";"GM0873";"1996JJ00";"  106368"
"21272";"GM0873";"1997JJ00";"  105573"
"21273";"GM0873";"1998JJ00";"  117296"
"21274";"GM0873";"1999JJ00";"  144408"
"21275";"GM0873";"2000JJ00";"  159186"
"21276";"GM0873";"2001JJ00";"  178383"
"21277";"GM0873";"2002JJ00";"  199066"
"21278";"GM0873";"2003JJ00";"  199849"
"21279";"GM0873";"2004JJ00";"  214553"
"21280";"GM0873";"2005JJ00";"  224528"
"21281";"GM0873";"2006JJ00";"  223234"
"21282";"GM0873";"2007JJ00";"  240271"
"21283";"GM0873";"2008JJ00";"  234463"
"21284";"GM0873";"2009JJ00";"  223687"
"21285";"GM0873";"2010JJ00";"  208777"
"21286";"GM0873";"2011JJ00";"  216107"
"21287";"GM0873";"2012JJ00";"  210175"
"21288";"GM0873";"2013JJ00";"  202976"
"21289";"GM0873";"2014JJ00";"  201116"
"21290";"GM0873";"2015JJ00";"  210008"
"21291";"GM0873";"2016JJ00";"  238646"
"21292";"GM0873";"2017JJ00";"  246827"
"21293";"GM0873";"2018JJ00";"  243112"
"21294";"GM0873";"2019JJ00";"  282366"
"21295";"GM0873";"2020JJ00";"  296747"
"21296";"GM0873";"2021JJ00";"  332957"
"21297";"GM0873";"2022JJ00";"  350087"
"21298";"GM0873";"2023JJ00";"  368491"
"21299";"GM0873";"2024JJ00";"  382087"
"21300";"GM0632";"1995JJ00";"   99388"
"21301";"GM0632";"1996JJ00";"  109157"
"21302";"GM0632";"1997JJ00";"  136335"
